id,agent_id,mandate_id,user_intent_id,claimed_product,actual_sku,amount,category,merchant,timestamp,scenario_type,expected_decision,session_id,intent_version
tx_0011,agent_travel_01,mandate_trav_01,intent_0011,"{""sku"": ""TRAV-MARRIOTT-BLR-EXEC"", ""brand"": ""Marriott"", ""model"": ""JW Marriott Bengaluru - Executive Suite"", ""specs"": {""city"": ""Bengaluru"", ""room_type"": ""Executive Suite"", ""breakfast_included"": true, ""pool_access"": true}}",TRAV-MARRIOTT-BLR-EXEC,67200.0,travel,Marriott,2026-08-15T16:10:00Z,budget_violation,BLOCK,,1
tx_0012,agent_travel_01,mandate_trav_01,intent_0012,"{""sku"": ""TRAV-AIRINDIA-DEL-LHR-ECON"", ""brand"": ""Air India"", ""model"": ""Flight DEL-LHR AI-161"", ""specs"": {""route"": ""DEL-LHR"", ""cabin_class"": ""Economy"", ""baggage_kg"": 23, ""refundable"": true}}",TRAV-AIRINDIA-DEL-LHR-ECON,96000.0,travel,MakeMyTrip,2026-08-15T16:35:00Z,budget_violation,BLOCK,,1
tx_0013,agent_shopping_cold,mandate_shop_cold,intent_0013,"{""sku"": ""SOFT-ADOBE-CC-ALLAPPS-1YR"", ""brand"": ""Adobe"", ""model"": ""Creative Cloud All Apps (1 Year)"", ""specs"": {""plan"": ""All Apps"", ""cloud_storage_tb"": 1, ""billing"": ""Annual""}}",SOFT-ADOBE-CC-ALLAPPS-1YR,47800.0,software,Amazon,2026-08-15T17:00:00Z,budget_violation,BLOCK,,1
tx_0014,agent_shopping_cold,mandate_shop_cold,intent_0014,"{""sku"": ""ELEC-DELL-G15-3050"", ""brand"": ""Dell"", ""model"": ""G15 5530 (RTX 3050)"", ""specs"": {""gpu"": ""RTX 3050"", ""cpu"": ""Intel Core i5-13450HX"", ""ram_gb"": 16, ""storage_gb"": 512, ""display_inch"": 15.6}}",ELEC-DELL-G15-3050,74990.0,electronics,Flipkart,2026-08-15T17:25:00Z,budget_violation,BLOCK,,1
tx_0015,agent_shopping_cold,mandate_shop_cold,intent_0015,"{""sku"": ""ELEC-APPLE-MACBOOKAIR-M3"", ""brand"": ""Apple"", ""model"": ""MacBook Air 13 M3"", ""specs"": {""chip"": ""Apple M3"", ""ram_gb"": 16, ""storage_gb"": 512, ""color"": ""midnight""}}",ELEC-APPLE-MACBOOKAIR-M3,114900.0,electronics,Apple Store,2026-08-15T17:50:00Z,budget_violation,BLOCK,,1
tx_0016,agent_shopping_01,mandate_shop_01,intent_0016,"{""sku"": ""ELEC-SONY-WHCH520-BLK"", ""brand"": ""Sony"", ""model"": ""WH-CH520"", ""specs"": {""anc"": false, ""battery_hours"": 50, ""color"": ""black"", ""form_factor"": ""on-ear""}}",ELEC-SONY-WHCH520-BLK,4490.0,electronics,Amazon,2026-08-15T12:02:00Z,wrong_product,BLOCK,,1
tx_0017,agent_shopping_01,mandate_shop_01,intent_0017,"{""sku"": ""ELEC-KINDLE-PW-16GB"", ""brand"": ""Amazon"", ""model"": ""Kindle Paperwhite"", ""specs"": {""storage_gb"": 16, ""display_inch"": 6.8, ""waterproof"": true, ""warm_light"": true}}",ELEC-KINDLE-PW-16GB,14999.0,electronics,Amazon,2026-08-15T12:22:00Z,wrong_product,BLOCK,,1
tx_0018,agent_shopping_01,mandate_shop_01,intent_0018,"{""sku"": ""ELEC-BOSE-QC45-BLK"", ""brand"": ""Bose"", ""model"": ""QuietComfort 45"", ""specs"": {""anc"": true, ""battery_hours"": 24, ""color"": ""triple black"", ""form_factor"": ""over-ear""}}",ELEC-BOSE-QC45-BLK,26900.0,electronics,Croma,2026-08-15T12:42:00Z,wrong_product,BLOCK,,1
tx_0019,agent_shopping_01,mandate_shop_01,intent_0019,"{""sku"": ""ELEC-APPLE-AIRPODSPRO2"", ""brand"": ""Apple"", ""model"": ""AirPods Pro (2nd Gen)"", ""specs"": {""anc"": true, ""chip"": ""H2"", ""charging"": ""USB-C"", ""color"": ""white""}}",ELEC-APPLE-AIRPODSPRO2,24900.0,electronics,Apple Store,2026-08-15T13:02:00Z,wrong_product,BLOCK,,1
tx_0020,agent_shopping_01,mandate_shop_01,intent_0020,"{""sku"": ""ELEC-SONY-WHCH720N-BLK"", ""brand"": ""Sony"", ""model"": ""WH-CH720N"", ""specs"": {""anc"": true, ""battery_hours"": 35, ""color"": ""black"", ""form_factor"": ""over-ear""}}",ELEC-SONY-WHCH720N-BLK,9990.0,electronics,Sony Center,2026-08-15T13:22:00Z,wrong_product,BLOCK,,1
tx_0021,agent_travel_01,mandate_trav_01,intent_0021,"{""sku"": ""TRAV-UBER-RENTAL-8HR"", ""brand"": ""Uber"", ""model"": ""Uber Premier Rental (8hr/80km)"", ""specs"": {""duration_hours"": 8, ""included_km"": 80, ""car_type"": ""Sedan""}}",TRAV-UBER-RENTAL-8HR,2400.0,travel,Uber,2026-08-15T13:42:00Z,wrong_product,BLOCK,,1
tx_0022,agent_travel_01,mandate_trav_01,intent_0022,"{""sku"": ""TRAV-ZOSTEL-GOA-PVT"", ""brand"": ""Zostel"", ""model"": ""Zostel Goa Morjim - Private Room"", ""specs"": {""city"": ""Goa"", ""room_type"": ""Private Room"", ""ac"": true, ""beachfront"": true}}",TRAV-ZOSTEL-GOA-PVT,3200.0,travel,Zostel,2026-08-15T14:02:00Z,wrong_product,BLOCK,,1
tx_0023,agent_travel_01,mandate_trav_01,intent_0023,"{""sku"": ""TRAV-SAMSONITE-EVOA-55"", ""brand"": ""Samsonite"", ""model"": ""Evoa Spinner Cabin Luggage 55cm"", ""specs"": {""size_cm"": 55, ""type"": ""hard-sided"", ""lock"": ""TSA"", ""wheels"": 4}}",TRAV-SAMSONITE-EVOA-55,18900.0,travel,MakeMyTrip,2026-08-15T14:22:00Z,wrong_product,BLOCK,,1
tx_0024,agent_travel_01,mandate_trav_01,intent_0024,"{""sku"": ""TRAV-INDIGO-DEL-BLR-ECON"", ""brand"": ""IndiGo"", ""model"": ""Flight DEL-BLR 6E-2035"", ""specs"": {""route"": ""DEL-BLR"", ""cabin_class"": ""Economy"", ""baggage_kg"": 15, ""refundable"": false}}",TRAV-INDIGO-DEL-BLR-ECON,5400.0,travel,IndiGo,2026-08-15T14:42:00Z,wrong_product,BLOCK,,1
tx_0025,agent_grocery_01,mandate_groc_01,intent_0025,"{""sku"": ""GROC-FORTUNE-SUN-5L"", ""brand"": ""Fortune"", ""model"": ""Sunlite Refined Sunflower Oil 5L Jar"", ""specs"": {""volume_liters"": 5, ""oil_type"": ""Sunflower"", ""fortified"": true}}",GROC-FORTUNE-SUN-5L,725.0,groceries,Blinkit,2026-08-15T15:02:00Z,wrong_product,BLOCK,,1
tx_0026,agent_grocery_01,mandate_groc_01,intent_0026,"{""sku"": ""GROC-AMUL-GOLD-1L-PK6"", ""brand"": ""Amul"", ""model"": ""Gold Full Cream Milk 1L (Pack of 6)"", ""specs"": {""quantity_liters"": 6, ""type"": ""Full Cream Milk"", ""shelf_life_days"": 180}}",GROC-AMUL-GOLD-1L-PK6,396.0,groceries,Instamart,2026-08-15T15:22:00Z,wrong_product,BLOCK,,1
tx_0027,agent_grocery_01,mandate_groc_01,intent_0027,"{""sku"": ""GROC-TATA-TEA-GOLD-1KG"", ""brand"": ""Tata Tea"", ""model"": ""Tata Tea Gold 1kg"", ""specs"": {""weight_kg"": 1, ""blend"": ""Assam & Long Leaf"", ""caffeine"": true}}",GROC-TATA-TEA-GOLD-1KG,520.0,groceries,Zepto,2026-08-15T15:42:00Z,wrong_product,BLOCK,,1
tx_0028,agent_software_01,mandate_soft_01,intent_0028,"{""sku"": ""SOFT-1PASSWORD-INDIVIDUAL-1YR"", ""brand"": ""1Password"", ""model"": ""1Password Individual (1 Year)"", ""specs"": {""plan"": ""Individual"", ""unlimited_passwords"": true, ""vaults"": 1, ""billing"": ""Annual""}}",SOFT-1PASSWORD-INDIVIDUAL-1YR,3200.0,software,1Password,2026-08-15T16:02:00Z,wrong_product,BLOCK,,1
tx_0029,agent_software_01,mandate_soft_01,intent_0029,"{""sku"": ""SOFT-NOTION-PLUS-1YR"", ""brand"": ""Notion"", ""model"": ""Notion Plus Plan (1 Year)"", ""specs"": {""plan"": ""Plus"", ""unlimited_blocks"": true, ""billing"": ""Annual""}}",SOFT-NOTION-PLUS-1YR,9600.0,software,Notion,2026-08-15T16:22:00Z,wrong_product,BLOCK,,1
tx_0030,agent_software_01,mandate_soft_01,intent_0030,"{""sku"": ""SOFT-OPENAI-CHATGPT-PLUS-1MO"", ""brand"": ""OpenAI"", ""model"": ""ChatGPT Plus Subscription (1 Month)"", ""specs"": {""plan"": ""Plus"", ""access_gpt4"": true, ""billing"": ""Monthly""}}",SOFT-OPENAI-CHATGPT-PLUS-1MO,1999.0,software,OpenAI,2026-08-15T16:42:00Z,wrong_product,BLOCK,,1
tx_0031,agent_shopping_01,mandate_shop_01,intent_0031,"{""sku"": ""ELEC-SONY-WHCH520-BLK"", ""brand"": ""Sony"", ""model"": ""WH-CH520"", ""specs"": {""anc"": false, ""battery_hours"": 50, ""color"": ""black"", ""form_factor"": ""on-ear""}}",ELEC-SONY-WHCH520-BLK,4490.0,electronics,Amazon,2026-08-15T12:04:00Z,substitution,VERIFY,,1
tx_0032,agent_shopping_01,mandate_shop_01,intent_0032,"{""sku"": ""ELEC-SONY-WHCH520-BLK"", ""brand"": ""Sony"", ""model"": ""WH-CH520"", ""specs"": {""anc"": false, ""battery_hours"": 50, ""color"": ""black"", ""form_factor"": ""on-ear""}}",ELEC-SONY-WHCH520-BLK,4490.0,electronics,Sony Center,2026-08-15T12:24:00Z,substitution,VERIFY,,1
tx_0033,agent_shopping_01,mandate_shop_01,intent_0033,"{""sku"": ""ELEC-SONY-WHCH720N-BLK"", ""brand"": ""Sony"", ""model"": ""WH-CH720N"", ""specs"": {""anc"": true, ""battery_hours"": 35, ""color"": ""black"", ""form_factor"": ""over-ear""}}",ELEC-SONY-WHCH720N-BLK,9990.0,electronics,Croma,2026-08-15T12:44:00Z,substitution,VERIFY,,1
tx_0034,agent_shopping_01,mandate_shop_01,intent_0034,"{""sku"": ""ELEC-BOSE-QC45-BLK"", ""brand"": ""Bose"", ""model"": ""QuietComfort 45"", ""specs"": {""anc"": true, ""battery_hours"": 24, ""color"": ""triple black"", ""form_factor"": ""over-ear""}}",ELEC-BOSE-QC45-BLK,26900.0,electronics,Amazon,2026-08-15T13:04:00Z,substitution,VERIFY,,1
tx_0035,agent_shopping_01,mandate_shop_01,intent_0035,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Sony Center,2026-08-15T13:24:00Z,substitution,VERIFY,,1
tx_0036,agent_shopping_cold,mandate_shop_cold,intent_0036,"{""sku"": ""ELEC-SONY-WHCH520-BLK"", ""brand"": ""Sony"", ""model"": ""WH-CH520"", ""specs"": {""anc"": false, ""battery_hours"": 50, ""color"": ""black"", ""form_factor"": ""on-ear""}}",ELEC-SONY-WHCH520-BLK,4490.0,electronics,Flipkart,2026-08-15T13:44:00Z,substitution,VERIFY,,1
tx_0037,agent_shopping_cold,mandate_shop_cold,intent_0037,"{""sku"": ""ELEC-BOSE-QC45-BLK"", ""brand"": ""Bose"", ""model"": ""QuietComfort 45"", ""specs"": {""anc"": true, ""battery_hours"": 24, ""color"": ""triple black"", ""form_factor"": ""over-ear""}}",ELEC-BOSE-QC45-BLK,26900.0,electronics,Amazon,2026-08-15T14:04:00Z,substitution,VERIFY,,1
tx_0038,agent_travel_01,mandate_trav_01,intent_0038,"{""sku"": ""TRAV-MARRIOTT-BLR-EXEC"", ""brand"": ""Marriott"", ""model"": ""JW Marriott Bengaluru - Executive Suite"", ""specs"": {""city"": ""Bengaluru"", ""room_type"": ""Executive Suite"", ""breakfast_included"": true, ""pool_access"": true}}",TRAV-MARRIOTT-BLR-EXEC,16800.0,travel,Marriott,2026-08-15T14:24:00Z,substitution,VERIFY,,1
tx_0039,agent_travel_01,mandate_trav_01,intent_0039,"{""sku"": ""TRAV-INDIGO-DEL-BLR-ECON"", ""brand"": ""IndiGo"", ""model"": ""Flight DEL-BLR 6E-2035"", ""specs"": {""route"": ""DEL-BLR"", ""cabin_class"": ""Economy"", ""baggage_kg"": 15, ""refundable"": false}}",TRAV-INDIGO-DEL-BLR-ECON,5400.0,travel,MakeMyTrip,2026-08-15T14:44:00Z,substitution,VERIFY,,1
tx_0040,agent_travel_01,mandate_trav_01,intent_0040,"{""sku"": ""TRAV-ZOSTEL-GOA-PVT"", ""brand"": ""Zostel"", ""model"": ""Zostel Goa Morjim - Private Room"", ""specs"": {""city"": ""Goa"", ""room_type"": ""Private Room"", ""ac"": true, ""beachfront"": true}}",TRAV-ZOSTEL-GOA-PVT,3200.0,travel,Zostel,2026-08-15T15:04:00Z,substitution,VERIFY,,1
tx_0041,agent_grocery_01,mandate_groc_01,intent_0041,"{""sku"": ""GROC-TATA-TEA-GOLD-1KG"", ""brand"": ""Tata Tea"", ""model"": ""Tata Tea Gold 1kg"", ""specs"": {""weight_kg"": 1, ""blend"": ""Assam & Long Leaf"", ""caffeine"": true}}",GROC-TATA-TEA-GOLD-1KG,520.0,groceries,Blinkit,2026-08-15T15:24:00Z,substitution,VERIFY,,1
tx_0042,agent_grocery_01,mandate_groc_01,intent_0042,"{""sku"": ""GROC-ORGANIC-ALMONDS-1KG"", ""brand"": ""Nutraj"", ""model"": ""California Raw Almonds 1kg"", ""specs"": {""weight_kg"": 1, ""grade"": ""California Jumbo"", ""organic"": true}}",GROC-ORGANIC-ALMONDS-1KG,949.0,groceries,Instamart,2026-08-15T15:44:00Z,substitution,VERIFY,,1
tx_0043,agent_software_01,mandate_soft_01,intent_0043,"{""sku"": ""SOFT-OPENAI-CHATGPT-PLUS-1MO"", ""brand"": ""OpenAI"", ""model"": ""ChatGPT Plus Subscription (1 Month)"", ""specs"": {""plan"": ""Plus"", ""access_gpt4"": true, ""billing"": ""Monthly""}}",SOFT-OPENAI-CHATGPT-PLUS-1MO,1999.0,software,OpenAI,2026-08-15T16:04:00Z,substitution,VERIFY,,1
tx_0044,agent_software_01,mandate_soft_01,intent_0044,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-15T16:24:00Z,substitution,VERIFY,,1
tx_0045,agent_software_01,mandate_soft_01,intent_0045,"{""sku"": ""SOFT-1PASSWORD-INDIVIDUAL-1YR"", ""brand"": ""1Password"", ""model"": ""1Password Individual (1 Year)"", ""specs"": {""plan"": ""Individual"", ""unlimited_passwords"": true, ""vaults"": 1, ""billing"": ""Annual""}}",SOFT-1PASSWORD-INDIVIDUAL-1YR,3200.0,software,1Password,2026-08-15T16:44:00Z,substitution,VERIFY,,1
tx_0046,agent_shopping_01,mandate_shop_01,intent_0046,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:00:00Z,split_payment,BLOCK,sess_split_01,1
tx_0047,agent_shopping_01,mandate_shop_01,intent_0047,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:03:00Z,split_payment,BLOCK,sess_split_01,1
tx_0048,agent_shopping_01,mandate_shop_01,intent_0048,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:06:00Z,split_payment,BLOCK,sess_split_01,1
tx_0049,agent_shopping_01,mandate_shop_01,intent_0049,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:09:00Z,split_payment,BLOCK,sess_split_01,1
tx_0050,agent_shopping_01,mandate_shop_01,intent_0050,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:12:00Z,split_payment,BLOCK,sess_split_01,1
tx_0051,agent_shopping_01,mandate_shop_01,intent_0051,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:15:00Z,split_payment,BLOCK,sess_split_01,1
tx_0052,agent_shopping_01,mandate_shop_01,intent_0052,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:18:00Z,split_payment,BLOCK,sess_split_01,1
tx_0053,agent_shopping_01,mandate_shop_01,intent_0053,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:21:00Z,split_payment,BLOCK,sess_split_01,1
tx_0054,agent_shopping_01,mandate_shop_01,intent_0054,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:24:00Z,split_payment,BLOCK,sess_split_01,1
tx_0055,agent_shopping_01,mandate_shop_01,intent_0055,"{""sku"": ""ELEC-SONY-WH1000XM5-BLK"", ""brand"": ""Sony"", ""model"": ""WH-1000XM5"", ""specs"": {""anc"": true, ""battery_hours"": 30, ""color"": ""black"", ""form_factor"": ""over-ear"", ""driver_mm"": 30}}",ELEC-SONY-WH1000XM5-BLK,29990.0,electronics,Amazon,2026-08-20T14:27:00Z,split_payment,BLOCK,sess_split_01,1
tx_0056,agent_software_01,mandate_soft_01,intent_0056,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-22T11:00:00Z,split_payment,BLOCK,sess_split_02,1
tx_0057,agent_software_01,mandate_soft_01,intent_0057,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-22T11:02:00Z,split_payment,BLOCK,sess_split_02,1
tx_0058,agent_software_01,mandate_soft_01,intent_0058,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-22T11:04:00Z,split_payment,BLOCK,sess_split_02,1
tx_0059,agent_software_01,mandate_soft_01,intent_0059,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-22T11:06:00Z,split_payment,BLOCK,sess_split_02,1
tx_0060,agent_software_01,mandate_soft_01,intent_0060,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-22T11:08:00Z,split_payment,BLOCK,sess_split_02,1
tx_0061,agent_software_01,mandate_soft_01,intent_0061,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-22T11:10:00Z,split_payment,BLOCK,sess_split_02,1
tx_0062,agent_software_01,mandate_soft_01,intent_0062,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-22T11:12:00Z,split_payment,BLOCK,sess_split_02,1
tx_0063,agent_software_01,mandate_soft_01,intent_0063,"{""sku"": ""SOFT-JETBRAINS-ALLPROD-1YR"", ""brand"": ""JetBrains"", ""model"": ""All Products Pack (1 Year)"", ""specs"": {""plan"": ""Individual"", ""ide_count"": 16, ""billing"": ""Annual""}}",SOFT-JETBRAINS-ALLPROD-1YR,24900.0,software,JetBrains,2026-08-22T11:14:00Z,split_payment,BLOCK,sess_split_02,1
